operation_id,created_at,updated_at,status,priority,operation_type,entity_type,entity_id,not_before,deadline,depends_on,dedupe_key,freshness_days,skill_names,prompt,payload_path,source,attempt_count,max_attempts,claimed_by_run_id,lease_expires_at,last_error,terminal_status,completed_at,result_path,result_summary,terminal_reason
01KYEW1Q0GQENF9MNFMJGWWQPM,2026-07-26T09:28:10Z,2026-07-26T09:51:51Z,running,76,idea_research,idea,idea_defense_aerospace,2026-07-26T09:28:10Z,,,idea_research:idea_defense_aerospace:user-seed:2026-07-26,30,llm-wiki|papertrader-idea-research,Research one European rearmament and allied replenishment investment idea.,data/operations/payloads/01KYEW1Q0GQENF9MNFMJGWWQPM.json,user:2026-07-26,1,3,local-20260726-daily-01,2026-07-26T10:21:51Z,,succeeded,2026-07-26T09:55:07Z,data/runs/local-20260726-daily-01/01KYEW1Q0GQENF9MNFMJGWWQPM/agent_result.json,"Created one evidence-linked defense and aerospace replenishment idea. European budget and investment forecasts plus RTX's current defense backlog, volume, margin, and cash conversion confirm the demand cycle, but appropriations, production, contract execution, commercial-engine liabilities, and valuation remain decisive. Enqueued one bounded RTX review; no relationship, strategy, signal, or paper order was created.",agent_result:succeeded
01KYEW1XV8NBKMRKKTF3AZPEV2,2026-07-26T09:28:17Z,2026-07-26T17:18:20Z,running,75,idea_research,idea,idea_nuclear_uranium,2026-07-26T09:28:17Z,,,idea_research:idea_nuclear_uranium:user-seed:2026-07-26,30,llm-wiki|papertrader-idea-research,Research one nuclear fuel-cycle bottleneck investment idea.,data/operations/payloads/01KYEW1XV8NBKMRKKTF3AZPEV2.json,user:2026-07-26,1,3,local-20260726-research-02,2026-07-26T17:48:20Z,,succeeded,2026-07-26T17:20:34Z,data/runs/local-20260726-research-02/01KYEW1XV8NBKMRKKTF3AZPEV2/agent_result.json,"Created one evidence-linked nuclear and uranium fuel-cycle idea. Current IEA evidence supports concentrated mining, conversion, and enrichment capacity, while Cameco contracting demonstrates long-duration demand. Supply response, operational execution, contract lag, and valuation block a strategy; no ticker-only follow-up was created.",agent_result:succeeded
01KYEW1WW01YNZQ5SP7145V2E1,2026-07-26T09:28:16Z,2026-07-26T17:20:47Z,running,74,idea_research,idea,idea_macro_hedge_gold,2026-07-26T09:28:16Z,,,idea_research:idea_macro_hedge_gold:user-seed:2026-07-26,30,llm-wiki|papertrader-idea-research,Research one gold-miner macro-hedge investment idea.,data/operations/payloads/01KYEW1WW01YNZQ5SP7145V2E1.json,user:2026-07-26,1,3,local-20260726-research-02,2026-07-26T17:50:47Z,,succeeded,2026-07-26T17:22:48Z,data/runs/local-20260726-research-02/01KYEW1WW01YNZQ5SP7145V2E1/agent_result.json,"Created one gold and cash-generative-miner macro-hedge idea using current Federal Reserve, industry-demand, and Newmont evidence. Gold's hedge role and miner cash generation are supported, but real yields, mean reversion, operating costs, jurisdiction, and valuation prevent a strategy or ticker-only follow-up.",agent_result:succeeded
01KYEW1ZSR3SX043Q8E8J8S172,2026-07-26T09:28:19Z,2026-07-26T17:23:07Z,running,73,idea_research,idea,idea_sovereign_small_drone_supply_chains,2026-07-26T09:28:19Z,,,idea_research:idea_sovereign_small_drone_supply_chains:user-seed:2026-07-26,30,llm-wiki|papertrader-idea-research,Research one sovereign trusted small-drone supply-chain investment idea.,data/operations/payloads/01KYEW1ZSR3SX043Q8E8J8S172.json,user:2026-07-26,1,3,local-20260726-research-02,2026-07-26T17:53:07Z,,succeeded,2026-07-26T17:27:35Z,data/runs/local-20260726-research-02/01KYEW1ZSR3SX043Q8E8J8S172/agent_result.json,"Created one sovereign small-drone and trusted-component supply-chain idea. Funded EU and UK demand plus US trusted-supplier policy support recurring procurement, while component dependence, commoditisation, civil regulation, and margin conversion remain unresolved. Enqueued one bounded Parrot review; no relationship or strategy was created.",agent_result:succeeded
01KYEW1TXG5E19GYSSCNBG00PA,2026-07-26T09:28:14Z,2026-07-26T17:28:12Z,running,72,idea_research,idea,idea_humanoid_robotics_embodied_ai_components,2026-07-26T09:28:14Z,,,idea_research:idea_humanoid_robotics_embodied_ai_components:user-seed:2026-07-26,30,llm-wiki|papertrader-idea-research,Research one embodied-AI and humanoid component-supply-chain investment idea.,data/operations/payloads/01KYEW1TXG5E19GYSSCNBG00PA.json,user:2026-07-26,1,3,local-20260726-research-02,2026-07-26T17:58:12Z,,succeeded,2026-07-26T17:32:26Z,data/runs/local-20260726-research-02/01KYEW1TXG5E19GYSSCNBG00PA/agent_result.json,"Created one embodied-AI and humanoid component-supply-chain idea. Scaled industrial automation and enabling platforms are evidenced, but repeat humanoid deployments, uptime, supplier materiality, and margins remain unproven. Enqueued one bounded ABB review; no relationship or strategy was created.",agent_result:succeeded
01KYEW1K3GNVYW3MKEKGNM55QW,2026-07-26T09:28:06Z,2026-07-26T17:32:48Z,running,71,idea_research,idea,idea_anduril_product_company_disruption,2026-07-26T09:28:06Z,,,idea_research:idea_anduril_product_company_disruption:user-seed:2026-07-26,30,llm-wiki|papertrader-idea-research,Research one Anduril defence product-company and future-IPO investment idea.,data/operations/payloads/01KYEW1K3GNVYW3MKEKGNM55QW.json,user:2026-07-26,1,3,local-20260726-research-02,2026-07-26T18:02:48Z,,succeeded,2026-07-26T17:37:32Z,data/runs/local-20260726-research-02/01KYEW1K3GNVYW3MKEKGNM55QW/agent_result.json,"Created one Anduril defence product-company and future-IPO idea. Enterprise procurement and production awards validate parts of the model, but Anduril remains private without public audited economics, governance, or an IPO filing. Enqueued one bounded Palantir proxy review; no direct exposure, relationship, or strategy was asserted.",agent_result:succeeded
01KYEW1SY880XPJSADZZBY0YDC,2026-07-26T09:28:13Z,2026-07-26T17:39:00Z,running,70,idea_research,idea,idea_eu_digital_product_passport,2026-07-26T09:28:13Z,,,idea_research:idea_eu_digital_product_passport:user-seed:2026-07-26,30,llm-wiki|papertrader-idea-research,Research one EU Digital Product Passport infrastructure investment idea.,data/operations/payloads/01KYEW1SY880XPJSADZZBY0YDC.json,user:2026-07-26,1,3,local-20260726-research-03,2026-07-26T18:09:00Z,,succeeded,2026-07-26T17:41:39Z,data/runs/local-20260726-research-03/01KYEW1SY880XPJSADZZBY0YDC/agent_result.json,"Created one EU Digital Product Passport compliance-infrastructure idea. The live registry, harmonized standards, and 18 February 2027 battery deadline confirm a multi-year regulatory buildout, while decentralized storage, open standards, transition periods, and unproven vendor materiality block a security follow-up or strategy.",agent_result:succeeded
01KYEW1WW0GW20E98KH16K9RBK,2026-07-26T09:28:16Z,2026-07-26T17:48:11Z,running,69,idea_research,idea,idea_nearshoring_friendshoring_manufacturing,2026-07-26T09:28:16Z,,,idea_research:idea_nearshoring_friendshoring_manufacturing:user-seed:2026-07-26,30,llm-wiki|papertrader-idea-research,Research one nearshoring and regional manufacturing-capacity investment idea.,data/operations/payloads/01KYEW1WW0GW20E98KH16K9RBK.json,user:2026-07-26,2,3,local-20260726-research-03-retry,2026-07-26T18:18:11Z,,succeeded,2026-07-26T17:49:00Z,data/runs/local-20260726-research-03-retry/01KYEW1WW0GW20E98KH16K9RBK/agent_result.json,"Validated the completed nearshoring and friendshoring manufacturing-capacity research after the prior controller-released attempt. The maintained idea contains current North American review, Indian incentive, and Mexico capacity evidence, and the bounded Ternium follow-up already exists. No duplicate operation or additional state change was created.",agent_result:succeeded
01KYEW1Q0GN3WGVBQ9VGBGKHQ0,2026-07-26T09:28:10Z,2026-07-26T17:50:27Z,running,68,idea_research,idea,idea_cybersecurity_geopolitical_continuity,2026-07-26T09:28:10Z,,,idea_research:idea_cybersecurity_geopolitical_continuity:user-seed:2026-07-26,30,llm-wiki|papertrader-idea-research,Research one cybersecurity resilience and continuity investment idea.,data/operations/payloads/01KYEW1Q0GN3WGVBQ9VGBGKHQ0.json,user:2026-07-26,1,3,local-20260726-research-03,2026-07-26T18:20:27Z,,succeeded,2026-07-26T17:53:03Z,data/runs/local-20260726-research-03/01KYEW1Q0GN3WGVBQ9VGBGKHQ0/agent_result.json,"Created one cybersecurity resilience and continuity idea. State-linked threats and regulatory duties support durable demand, while platform bundling, implementation timing, vendor trust, dilution, and valuation remain material counterweights. Enqueued one bounded CrowdStrike review; no relationship or strategy was created.",agent_result:succeeded
01KYEW1H50HB05E4RQKV0ZE10P,2026-07-26T09:28:04Z,2026-07-26T17:53:22Z,running,67,idea_research,idea,idea_ai_native_drug_discovery,2026-07-26T09:28:04Z,,,idea_research:idea_ai_native_drug_discovery:user-seed:2026-07-26,30,llm-wiki|papertrader-idea-research,Research one AI-native drug-discovery platform investment idea.,data/operations/payloads/01KYEW1H50HB05E4RQKV0ZE10P.json,user:2026-07-26,1,3,local-20260726-research-03,2026-07-26T18:23:22Z,,succeeded,2026-07-26T17:55:13Z,data/runs/local-20260726-research-03/01KYEW1H50HB05E4RQKV0ZE10P/agent_result.json,"Created one AI-native drug-discovery platform idea. Regulatory engagement, pharma investment, and early platform-derived clinical programs confirm adoption, but repeat clinical translation, revenue quality, cash burn, dilution, and partner economics remain unresolved. Enqueued one bounded Recursion review; no relationship or strategy was created.",agent_result:succeeded
01KYEW1VWRX2P69EQM4KM1BM52,2026-07-26T09:28:15Z,2026-07-26T17:55:24Z,running,66,idea_research,idea,idea_japan_sanaenomics_strategic_investment,2026-07-26T09:28:15Z,,,idea_research:idea_japan_sanaenomics_strategic_investment:user-seed:2026-07-26,30,llm-wiki|papertrader-idea-research,Research one Japan strategic-investment value-chain idea without assuming the political premise.,data/operations/payloads/01KYEW1VWRX2P69EQM4KM1BM52.json,user:2026-07-26,1,3,local-20260726-research-03,2026-07-26T18:25:24Z,,succeeded,2026-07-26T17:58:00Z,data/runs/local-20260726-research-03/01KYEW1VWRX2P69EQM4KM1BM52/agent_result.json,"Created one Japan strategic-investment value-chain idea after verifying the Takaichi government's 17-field framework, multi-year mechanisms, initial roadmaps, and AI/semiconductor support. Funded order attribution, delivery capacity, yen, JGB yields, export controls, and valuation remain decisive. No unverified ticker association or strategy was created.",agent_result:succeeded
01KYEW1ZSRYKSN28S9Y62Y48TT,2026-07-26T09:28:19Z,2026-07-26T17:58:14Z,running,65,idea_research,idea,idea_structural_silver_deficit,2026-07-26T09:28:19Z,,,idea_research:idea_structural_silver_deficit:user-seed:2026-07-26,30,llm-wiki|papertrader-idea-research,Research one structural silver-deficit investment idea.,data/operations/payloads/01KYEW1ZSRYKSN28S9Y62Y48TT.json,user:2026-07-26,1,3,local-20260726-research-03,2026-07-26T18:28:14Z,,succeeded,2026-07-26T17:59:40Z,data/runs/local-20260726-research-03/01KYEW1ZSRYKSN28S9Y62Y48TT/agent_result.json,"Created one structural silver-deficit idea. A sixth annual deficit and above-ground inventory draw are supported, but current evidence also shows PV thrifting, substitution, increased recycling, and investment-flow sensitivity. No unverified ticker association, relationship, or strategy was created.",agent_result:succeeded
01KYEW20S0QVQ7H3AMGG7MSFFF,2026-07-26T09:28:20Z,2026-07-26T18:00:56Z,running,64,idea_research,idea,idea_wide_bandgap_power_semiconductors,2026-07-26T09:28:20Z,,,idea_research:idea_wide_bandgap_power_semiconductors:user-seed:2026-07-26,30,llm-wiki|papertrader-idea-research,Research one SiC and GaN power-semiconductor adoption investment idea.,data/operations/payloads/01KYEW20S0QVQ7H3AMGG7MSFFF.json,user:2026-07-26,1,3,local-20260726-research-04,2026-07-26T18:30:56Z,,succeeded,2026-07-26T18:02:42Z,data/runs/local-20260726-research-04/01KYEW20S0QVQ7H3AMGG7MSFFF/agent_result.json,"Created one wide-bandgap power-semiconductor idea. NVIDIA's 800 VDC ecosystem and DOE evidence support the engineering mechanism, while production timing, qualification, yield, utilization, pricing, packaging, capital intensity, and silicon competition block a broad supplier conclusion. No unverified ticker association or strategy was created.",agent_result:succeeded
01KYEW1J48NA6CWY8T1FBTAPXB,2026-07-26T09:28:05Z,2026-07-26T18:02:55Z,running,63,idea_research,idea,idea_ai_native_smb_financial_operating_systems,2026-07-26T09:28:05Z,,,idea_research:idea_ai_native_smb_financial_operating_systems:user-seed:2026-07-26,30,llm-wiki|papertrader-idea-research,Research one AI-native SMB financial operating-system investment idea.,data/operations/payloads/01KYEW1J48NA6CWY8T1FBTAPXB.json,user:2026-07-26,1,3,local-20260726-research-04,2026-07-26T18:32:55Z,,succeeded,2026-07-26T18:04:28Z,data/runs/local-20260726-research-04/01KYEW1J48NA6CWY8T1FBTAPXB/agent_result.json,"Created one AI-native SMB financial operating-system idea. Incumbent distribution and ecosystem growth support the mechanism, while agent attribution, free substitutes, portability, trust, inference cost, fraud, credit, and compliance remain unresolved. No generic-fintech proxy, relationship, or strategy was created.",agent_result:succeeded
01KYEW1M2R5GJW7RHH8X5ST57W,2026-07-26T09:28:07Z,2026-07-26T18:04:43Z,running,62,idea_research,idea,idea_cable_broadband_convergence,2026-07-26T09:28:07Z,,,idea_research:idea_cable_broadband_convergence:user-seed:2026-07-26,30,llm-wiki|papertrader-idea-research,Research one cable-broadband convergence and leveraged-FCF investment idea.,data/operations/payloads/01KYEW1M2R5GJW7RHH8X5ST57W.json,user:2026-07-26,1,3,local-20260726-research-04,2026-07-26T18:34:43Z,,succeeded,2026-07-26T18:06:08Z,data/runs/local-20260726-research-04/01KYEW1M2R5GJW7RHH8X5ST57W/agent_result.json,"Created one cable-broadband convergence and leveraged-FCF idea. Mobile adoption is real, but current Charter and Comcast evidence does not establish broad fixed-broadband stabilization; Charter's EBITDA, FCF, and leverage remain adverse gates. No unverified ticker association, relationship, or strategy was created.",agent_result:succeeded
01KYEW1G5RTVF1RFR5WD9JS2VE,2026-07-26T09:28:03Z,2026-07-26T18:06:24Z,running,61,idea_research,idea,idea_ai_compute_networking_hyperscaler_monetization,2026-07-26T09:28:03Z,,,idea_research:idea_ai_compute_networking_hyperscaler_monetization:user-seed:2026-07-26,30,llm-wiki|papertrader-idea-research,"Research one AI compute, networking, and hyperscaler-monetisation investment idea.",data/operations/payloads/01KYEW1G5RTVF1RFR5WD9JS2VE.json,user:2026-07-26,1,3,local-20260726-research-04,2026-07-26T18:36:24Z,,succeeded,2026-07-26T18:08:21Z,data/runs/local-20260726-research-04/01KYEW1G5RTVF1RFR5WD9JS2VE/agent_result.json,"Created one AI compute, networking, and hyperscaler-monetization idea. Current networking, foundry, capex, and cloud evidence confirms broad infrastructure demand and some monetization, while depreciation, power, custom silicon, concentration, competition, and valuation remain decisive. Enqueued one bounded Arista review; no relationship or strategy was created.",agent_result:succeeded
01KYEW1RZ04V1TGS2N013P04YK,2026-07-26T09:28:12Z,2026-07-26T18:08:37Z,running,60,idea_research,idea,idea_digital_finance_crypto_rails,2026-07-26T09:28:12Z,,,idea_research:idea_digital_finance_crypto_rails:user-seed:2026-07-26,30,llm-wiki|papertrader-idea-research,Research one digital-finance and crypto-rails investment idea.,data/operations/payloads/01KYEW1RZ04V1TGS2N013P04YK.json,user:2026-07-26,1,3,local-20260726-research-04,2026-07-26T18:38:37Z,,succeeded,2026-07-26T18:10:41Z,data/runs/local-20260726-research-04/01KYEW1RZ04V1TGS2N013P04YK/agent_result.json,"Created one digital-finance and crypto-rails idea. Enacted stablecoin law, regulatory guidance, and platform activity support infrastructure adoption, while cycle, rates, take rates, custody, security, regulation, stock compensation, and normalized GAAP earnings remain material gates. Enqueued one bounded Coinbase review; no relationship or strategy was created.",agent_result:succeeded
01KYEW1M2R5M3E27RPBJVC27RQ,2026-07-26T09:28:07Z,2026-07-26T18:11:42Z,running,59,idea_research,idea,idea_commercial_space_infrastructure,2026-07-26T09:28:07Z,,,idea_research:idea_commercial_space_infrastructure:user-seed:2026-07-26,30,llm-wiki|papertrader-idea-research,Research one commercial-space infrastructure and geospatial-data investment idea.,data/operations/payloads/01KYEW1M2R5M3E27RPBJVC27RQ.json,user:2026-07-26,1,3,local-20260726-research-05,2026-07-26T18:41:42Z,,succeeded,2026-07-26T18:13:17Z,data/runs/local-20260726-research-05/01KYEW1M2R5M3E27RPBJVC27RQ/agent_result.json,"Created one commercial-space infrastructure idea using funded defence, NASA procurement, and Rocket Lab operating evidence. Mission reliability, fixed-price execution, cash burn, dilution, concentration, and recurring revenue remain gates. Enqueued one bounded Rocket Lab review; no strategy was created.",agent_result:succeeded
01KYEW1YTG6S2CSRQ4R774P9AH,2026-07-26T09:28:18Z,2026-07-26T18:13:32Z,running,58,idea_research,idea,idea_precision_biology_healthcare_automation,2026-07-26T09:28:18Z,,,idea_research:idea_precision_biology_healthcare_automation:user-seed:2026-07-26,30,llm-wiki|papertrader-idea-research,Research one precision-biology and healthcare-automation investment idea.,data/operations/payloads/01KYEW1YTG6S2CSRQ4R774P9AH.json,user:2026-07-26,1,3,local-20260726-research-05,2026-07-26T18:43:32Z,,succeeded,2026-07-26T18:17:02Z,data/runs/local-20260726-research-05/01KYEW1YTG6S2CSRQ4R774P9AH/agent_result.json,Created one precision-biology and healthcare-automation idea using FDA controls and current Intuitive operating evidence. Measurable surgical automation is separated from unproven broad clinical-success claims. Enqueued one bounded Intuitive Surgical review; no strategy was created.,agent_result:succeeded
