operation_id,created_at,updated_at,status,priority,operation_type,entity_type,entity_id,not_before,deadline,depends_on,dedupe_key,freshness_days,skill_names,prompt,payload_path,source,attempt_count,max_attempts,claimed_by_run_id,lease_expires_at,last_error
01KYRN70N0WPNJS3H1E6KEZA46,2026-07-30T04:41:08Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_b4ccfa5719798cd4b2da,,,,wiki_ingest:source_b4ccfa5719798cd4b2da:5903a6562660315d36d1:2026-07-28,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_18a3ab0ee6086ee85d0f-bollinger_below_lower-59836b510b81.md into the wiki.,data/operations/payloads/01KYRN70N0WPNJS3H1E6KEZA46.json,cheap-llm-ingest-decision,0,3,,,
01KYRN70N0ANKTA6F7ERGTRBM8,2026-07-30T04:41:08Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_eb431b266db89914928d,,,,wiki_ingest:source_eb431b266db89914928d:805dc698602a758fd15e:2026-07-28,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_4b61970aa8f574446819-bollinger_below_lower-9c7be5f40cd0.md into the wiki.,data/operations/payloads/01KYRN70N0ANKTA6F7ERGTRBM8.json,cheap-llm-ingest-decision,0,3,,,
01KYRN70N092VAA3SXRKBF8HGR,2026-07-30T04:41:08Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_9de009f781ad359f3960,,,,wiki_ingest:source_9de009f781ad359f3960:32a9358a70937a8075d1:2026-07-29,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_567d0d575bbd30aaa91d-bollinger_below_lower-917454ed7e3a.md into the wiki.,data/operations/payloads/01KYRN70N092VAA3SXRKBF8HGR.json,cheap-llm-ingest-decision,0,3,,,
01KYRN70N0H6VB4R8ET3E5HBEK,2026-07-30T04:41:08Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_4f9d8fc028441946bac3,,,,wiki_ingest:source_4f9d8fc028441946bac3:c09e3fa72bd5e4a95253:2026-07-28,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_66cdcf90aac0d83e76f3-rsi_oversold-bdcd9187383f.md into the wiki.,data/operations/payloads/01KYRN70N0H6VB4R8ET3E5HBEK.json,cheap-llm-ingest-decision,0,3,,,
01KYRN70N0262AJ4DTQHWW74RJ,2026-07-30T04:41:08Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_49195dc54379739b68f1,,,,wiki_ingest:source_49195dc54379739b68f1:6110c0b40a4bf93aa9c7:2026-07-29,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_89969b7dac39b7db5661-rsi_oversold-a3f287ad1802.md into the wiki.,data/operations/payloads/01KYRN70N0262AJ4DTQHWW74RJ.json,cheap-llm-ingest-decision,0,3,,,
01KYRN70N0PBTV4G1K7FTV3357,2026-07-30T04:41:08Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_a34dddcd30ae72f62253,,,,wiki_ingest:source_a34dddcd30ae72f62253:4d4d83c0a0eb61397b11:2026-07-28,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_97f38b2cb2d5ef127f5a-rsi_oversold-54e7a4e6d3dd.md into the wiki.,data/operations/payloads/01KYRN70N0PBTV4G1K7FTV3357.json,cheap-llm-ingest-decision,0,3,,,
01KYRN70N0VDZXS6PE3X2SQW8J,2026-07-30T04:41:08Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_10ba1621a1d8a30792d4,,,,wiki_ingest:source_10ba1621a1d8a30792d4:fe7df920b700fe4f503c:2026-07-28,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_a5dc16f3f4b245e6c168-rsi_oversold-55b68c110daa.md into the wiki.,data/operations/payloads/01KYRN70N0VDZXS6PE3X2SQW8J.json,cheap-llm-ingest-decision,0,3,,,
01KYRN70N0QNC3RPFKX9EWSSFW,2026-07-30T04:41:08Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_c6acafaeb6d170f8ab47,,,,wiki_ingest:source_c6acafaeb6d170f8ab47:006cf46539327815362f:2026-07-28,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_cb88f9154cfeaa15e878-bollinger_below_lower-9ce67c8474af.md into the wiki.,data/operations/payloads/01KYRN70N0QNC3RPFKX9EWSSFW.json,cheap-llm-ingest-decision,0,3,,,
01KYRN70N098Z64E09AZ9N3K1F,2026-07-30T04:41:08Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_6defc9182eb04a9fbe54,,,,wiki_ingest:source_6defc9182eb04a9fbe54:bc1bf852b21b99639f8e:2026-07-28,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_dc7a111e297be528d96b-rsi_oversold-3b8a9ff5dca2.md into the wiki.,data/operations/payloads/01KYRN70N098Z64E09AZ9N3K1F.json,cheap-llm-ingest-decision,0,3,,,
01KYRN70N0R581XFB4ZCSGEC66,2026-07-30T04:41:08Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_ee31dd89d8014d8d36f6,,,,wiki_ingest:source_ee31dd89d8014d8d36f6:5f6de3525119e0ae53a5:2026-07-28,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_ef35e41886220d51c22c-bollinger_below_lower-f5f33a74b0ad.md into the wiki.,data/operations/payloads/01KYRN70N0R581XFB4ZCSGEC66.json,cheap-llm-ingest-decision,0,3,,,
01KYRN70N0GXVJT994B286NQYN,2026-07-30T04:41:08Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_16ef1d0440a3bb7b89fe,,,,wiki_ingest:source_16ef1d0440a3bb7b89fe:18ff33999b970da37b37:2026-07-28,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_fb87fac302a5446a1ced-rsi_oversold-2aef2a392f63.md into the wiki.,data/operations/payloads/01KYRN70N0GXVJT994B286NQYN.json,cheap-llm-ingest-decision,0,3,,,
01KYRN70N08PJ0ERBVJ3EQGH1C,2026-07-30T04:41:08Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_a717308fec3662430845,,,,wiki_ingest:source_a717308fec3662430845:02ba16f4b17e42eaec9d:2026-07-29,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_2dbe878dfc899d7ee867-volume_anomaly-97d02f6c8190.md into the wiki.,data/operations/payloads/01KYRN70N08PJ0ERBVJ3EQGH1C.json,cheap-llm-ingest-decision,0,3,,,
01KYRN70N08CABVMV7Z9238W65,2026-07-30T04:41:08Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_ef2908486cb38c8fc059,,,,wiki_ingest:source_ef2908486cb38c8fc059:bd724fc396fc10e86a7c:2026-07-29,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_488a9d7f7a8573597724-volume_anomaly-276969212fe2.md into the wiki.,data/operations/payloads/01KYRN70N08CABVMV7Z9238W65.json,cheap-llm-ingest-decision,0,3,,,
01KYRN70N0EF7BHAKETPHEP8V6,2026-07-30T04:41:08Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_6b9dba1f65b987d81326,,,,wiki_ingest:source_6b9dba1f65b987d81326:ce8fcda1d2561e867a09:2026-07-29,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_9b0db3bc77914b23a307-volume_anomaly-454eb81d0508.md into the wiki.,data/operations/payloads/01KYRN70N0EF7BHAKETPHEP8V6.json,cheap-llm-ingest-decision,0,3,,,
01KYRN70N0M4VYH1EC2HTW65NV,2026-07-30T04:41:08Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_b1ac4b991f93a47d0b17,,,,wiki_ingest:source_b1ac4b991f93a47d0b17:0703d0dd63fffb82075e:2026-07-29,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_f2b9760d847b2ba59324-volume_anomaly-74023f863212.md into the wiki.,data/operations/payloads/01KYRN70N0M4VYH1EC2HTW65NV.json,cheap-llm-ingest-decision,0,3,,,
01KYRQ18X8EDCTPPRX31ZJ6K96,2026-07-30T05:12:57Z,2026-08-05T11:40:23Z,ready,66,idea_research,idea,idea_solar_storage_grid_flexibility_reset,2026-07-30T05:12:57Z,,01KYRN70N0FRJ1Z01HXDJPXGFE,idea_research:idea_solar_storage_grid_flexibility_reset:security-result:01KYRN70N0FRJ1Z01HXDJPXGFE:gha-30514477459-1,0,llm-wiki|papertrader-idea-research,"Refresh the solar, storage, and grid-flexibility idea from Enphase Energy's accepted alert review, including candidate disposition, thesis, catalysts, risks, confidence, and the broader investable-security universe.",data/operations/payloads/01KYRQ18X8EDCTPPRX31ZJ6K96.json,security_research:01KYRN70N0FRJ1Z01HXDJPXGFE,0,3,,,
01KYRQM6C8FMFJ2C9DPY0W76S0,2026-07-30T05:23:17Z,2026-08-05T11:40:23Z,ready,66,idea_research,idea,idea_critical_minerals_copper,2026-07-30T05:23:17Z,,01KYRN70N0V0QH7E2MA773PPHC,idea_research:idea_critical_minerals_copper:security-result:01KYRN70N0V0QH7E2MA773PPHC:gha-30514477459-1,0,llm-wiki|papertrader-idea-research,"Refresh the structural-copper-scarcity idea from Freeport-McMoRan's accepted alert review, including candidate disposition, thesis, catalysts, risks, confidence, and the broader investable-security universe.",data/operations/payloads/01KYRQM6C8FMFJ2C9DPY0W76S0.json,security_research:01KYRN70N0V0QH7E2MA773PPHC,0,3,,,
01KYVJ62SR3GYE4GAEGW95QAKW,2026-07-31T07:45:55Z,2026-08-24T15:57:37Z,blocked,70,opportunity_research,opportunity,opportunity_7de132d3ba2354ec4cf3,,,,opportunity_research:opportunity_7de132d3ba2354ec4cf3:1578d0477c831e54d91f:2026-07-26,7,llm-wiki|papertrader-opportunity-research,"Assess security_204be2a44063993de1a8 volume_anomaly transition as opportunity, risk, or noise.",data/operations/payloads/01KYVJ62SR3GYE4GAEGW95QAKW.json,deterministic-indicator-transition,1,3,,,"agent_result:blocked:The July 30 MSFT volume-anomaly observation cannot support a current opportunity disposition on August 24. Its source market-data timestamp is stale relative to the operation's seven-day freshness window, and the cached market state has since advanced through August 21. A fresh, immutable trigger payload is required before this review can safely classify current materiality or create a follow-up."
01KYVJ62SRY0CAQZY02DEJED5P,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_a09fae88d7cba84e4ee7,,,,wiki_ingest:source_a09fae88d7cba84e4ee7:201aa0d25ac3b196c06e:2026-07-30,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_204be2a44063993de1a8-volume_anomaly-de9b04e0f3e9.md into the wiki.,data/operations/payloads/01KYVJ62SRY0CAQZY02DEJED5P.json,cheap-llm-ingest-decision,0,3,,,
01KYVJ62SRBRYJMAQY2S1ZG2QR,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,70,opportunity_research,opportunity,opportunity_c43c780d3d1f99fdc90b,,,,opportunity_research:opportunity_c43c780d3d1f99fdc90b:1578d0477c831e54d91f:2026-07-26,7,llm-wiki|papertrader-opportunity-research,"Assess security_2433a056eb0c55961fcc volume_anomaly transition as opportunity, risk, or noise.",data/operations/payloads/01KYVJ62SRBRYJMAQY2S1ZG2QR.json,deterministic-indicator-transition,0,3,,,
01KYVJ62SREB8036QWCTQ94J79,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_ee279ea7bea574851eed,,,,wiki_ingest:source_ee279ea7bea574851eed:0b77d4a7102cf8c55b83:2026-07-30,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_2433a056eb0c55961fcc-volume_anomaly-e61b5356f36f.md into the wiki.,data/operations/payloads/01KYVJ62SREB8036QWCTQ94J79.json,cheap-llm-ingest-decision,0,3,,,
01KYVJ62SRPBVTDVT0DDK4N0RH,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_37350f09b823cbc18889,,,,wiki_ingest:source_37350f09b823cbc18889:9a5dfa8fba23bbf68515:2026-07-30,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_3a75fc1ccca2ee7c937a-volume_anomaly-73cae404a6a1.md into the wiki.,data/operations/payloads/01KYVJ62SRPBVTDVT0DDK4N0RH.json,cheap-llm-ingest-decision,0,3,,,
01KYVJ62SR8A0XWFWERMECNXX4,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,70,opportunity_research,opportunity,opportunity_2c4484d31fe2a7007c74,,,,opportunity_research:opportunity_2c4484d31fe2a7007c74:38e4d6f658c878c0054e:2026-07-26,7,llm-wiki|papertrader-opportunity-research,"Assess security_4627aea1bf7d8943d3d8 macd_cross_above_signal transition as opportunity, risk, or noise.",data/operations/payloads/01KYVJ62SR8A0XWFWERMECNXX4.json,deterministic-indicator-transition,0,3,,,
01KYVJ62SR92G7MYVZ6DSF7H8M,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_43f6326c52a602d81b3f,,,,wiki_ingest:source_43f6326c52a602d81b3f:2554c441e25899c1d726:2026-07-30,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_4627aea1bf7d8943d3d8-macd_cross_above_signal-714b4dd20b98.md into the wiki.,data/operations/payloads/01KYVJ62SR92G7MYVZ6DSF7H8M.json,cheap-llm-ingest-decision,0,3,,,
01KYVJ62SRHP0ES170T3FJG8A5,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_f0951f04d0d9daba8d0f,,,,wiki_ingest:source_f0951f04d0d9daba8d0f:47bfd5373e2f1a7cef9a:2026-07-30,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_488a9d7f7a8573597724-volume_anomaly-0f8044b1c340.md into the wiki.,data/operations/payloads/01KYVJ62SRHP0ES170T3FJG8A5.json,cheap-llm-ingest-decision,0,3,,,
01KYVJ62SR4A6VFQBFNPPDRQ84,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_fcfc7bd3378bc1945e40,,,,wiki_ingest:source_fcfc7bd3378bc1945e40:4ae50d372854dd977a8e:2026-07-30,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_567d0d575bbd30aaa91d-volume_anomaly-58db175775da.md into the wiki.,data/operations/payloads/01KYVJ62SR4A6VFQBFNPPDRQ84.json,cheap-llm-ingest-decision,0,3,,,
01KYVJ62SR0AW69F5PTNWBCF81,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_0a7ae71530f1e999e0a2,,,,wiki_ingest:source_0a7ae71530f1e999e0a2:fcffa69861be3af29315:2026-07-30,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_89969b7dac39b7db5661-rsi_oversold-51314ebfffea.md into the wiki.,data/operations/payloads/01KYVJ62SR0AW69F5PTNWBCF81.json,cheap-llm-ingest-decision,0,3,,,
01KYVJ62SRZ8RT1788FTN434KY,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,70,opportunity_research,opportunity,opportunity_1f5354d4ca15d6c24f80,,,,opportunity_research:opportunity_1f5354d4ca15d6c24f80:1578d0477c831e54d91f:2026-07-26,7,llm-wiki|papertrader-opportunity-research,"Assess security_9d4049ed6669a52815d6 volume_anomaly transition as opportunity, risk, or noise.",data/operations/payloads/01KYVJ62SRZ8RT1788FTN434KY.json,deterministic-indicator-transition,0,3,,,
01KYVJ62SRWAHPJHA7QA05F58X,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_e07a3f1a0aabd3a616a9,,,,wiki_ingest:source_e07a3f1a0aabd3a616a9:7f160a44c399d40dfa99:2026-07-30,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_9d4049ed6669a52815d6-volume_anomaly-91ad512dd477.md into the wiki.,data/operations/payloads/01KYVJ62SRWAHPJHA7QA05F58X.json,cheap-llm-ingest-decision,0,3,,,
01KYVJ62SRMQWEK23RM9TQ0A0C,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,70,opportunity_research,opportunity,opportunity_c1687906281f34820e76,,,,opportunity_research:opportunity_c1687906281f34820e76:3ed9e7f16e6e4eca8261:2026-07-26,7,llm-wiki|papertrader-opportunity-research,"Assess security_ad3b1f8f59fd599f079a bollinger_below_lower transition as opportunity, risk, or noise.",data/operations/payloads/01KYVJ62SRMQWEK23RM9TQ0A0C.json,deterministic-indicator-transition,0,3,,,
01KYVJ62SRJS1FVJNPTHNE7473,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_10ae048cade56c4ed504,,,,wiki_ingest:source_10ae048cade56c4ed504:b96bec44e9636c548cb6:2026-07-30,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_ad3b1f8f59fd599f079a-bollinger_below_lower-fa5c853cd325.md into the wiki.,data/operations/payloads/01KYVJ62SRJS1FVJNPTHNE7473.json,cheap-llm-ingest-decision,0,3,,,
01KYVJ62SRH9ZY1MNMR9B1SHAN,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,70,opportunity_research,opportunity,opportunity_796db6c9d85e1dd224f3,,,,opportunity_research:opportunity_796db6c9d85e1dd224f3:1578d0477c831e54d91f:2026-07-26,7,llm-wiki|papertrader-opportunity-research,"Assess security_b1f2c48e1a744f5ecf67 volume_anomaly transition as opportunity, risk, or noise.",data/operations/payloads/01KYVJ62SRH9ZY1MNMR9B1SHAN.json,deterministic-indicator-transition,0,3,,,
01KYVJ62SRT6Y7CDDNBR2Y2ASM,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_da68baf8d7f5487f4a96,,,,wiki_ingest:source_da68baf8d7f5487f4a96:ee03153daaff378d4a1a:2026-07-30,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_b1f2c48e1a744f5ecf67-volume_anomaly-30d19f036e9a.md into the wiki.,data/operations/payloads/01KYVJ62SRT6Y7CDDNBR2Y2ASM.json,cheap-llm-ingest-decision,0,3,,,
01KYVJ62SRK3GC82JH51E3SP4T,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_92aad19d6684f2437637,,,,wiki_ingest:source_92aad19d6684f2437637:7f9103131ca1aef6e147:2026-07-30,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_c150f31c30afdb4a85f9-volume_anomaly-3ecd15687b72.md into the wiki.,data/operations/payloads/01KYVJ62SRK3GC82JH51E3SP4T.json,cheap-llm-ingest-decision,0,3,,,
01KYVJ62SRFAT0BHZHST9838RQ,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_76e121047cd52659d075,,,,wiki_ingest:source_76e121047cd52659d075:b82abb216df082552c3c:2026-07-30,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_c9a37d277445869a8809-volume_anomaly-d686f093667a.md into the wiki.,data/operations/payloads/01KYVJ62SRFAT0BHZHST9838RQ.json,cheap-llm-ingest-decision,0,3,,,
01KYVJ62SRNB44GQ0GWX10MXXX,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,70,opportunity_research,opportunity,opportunity_b634bc66940ab792d88a,,,,opportunity_research:opportunity_b634bc66940ab792d88a:3ed9e7f16e6e4eca8261:2026-07-26,7,llm-wiki|papertrader-opportunity-research,"Assess security_d12e746b3c9d392183cc bollinger_below_lower transition as opportunity, risk, or noise.",data/operations/payloads/01KYVJ62SRNB44GQ0GWX10MXXX.json,deterministic-indicator-transition,0,3,,,
01KYVJ62SR2B8NHPZ0X7E7SZ0J,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_63928f6200ad1efb0643,,,,wiki_ingest:source_63928f6200ad1efb0643:ac4fd6a6a83d51fa082f:2026-07-30,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_d12e746b3c9d392183cc-bollinger_below_lower-4573b7d51796.md into the wiki.,data/operations/payloads/01KYVJ62SR2B8NHPZ0X7E7SZ0J.json,cheap-llm-ingest-decision,0,3,,,
01KYVJ62SRARPEX1W4C49BVA0Z,2026-07-31T07:45:55Z,2026-08-05T11:40:23Z,ready,60,wiki_ingest,source,source_52ec4b2f074dc4a805b4,,,,wiki_ingest:source_52ec4b2f074dc4a805b4:b46b4443da680b9566f3:2026-07-30,0,llm-wiki|papertrader-wiki-ingest,Ingest validated candidate packet market-security_d12e746b3c9d392183cc-volume_anomaly-5cd1c52bcbea.md into the wiki.,data/operations/payloads/01KYVJ62SRARPEX1W4C49BVA0Z.json,cheap-llm-ingest-decision,0,3,,,
